4.39173,4.5662,3.83959,4.54039,2.9931,2.84868,2.78501,2.70019,2.21818,2.51149,3.3078,3.65351,3.45876,3.86096,4.96559,5.10996,4.65499,5.55114,5.61931,6.13043,4.77065,4.38273,4.06547,3.83705,3.83728,4.11202,4.32465,4.42233,4.52268,4.63961,4.89855,4.57274,3.97726,3.40744,3.84243,4.0972,4.00894,4.17754,3.89693,2.44855,3.02994,3.39413,4.31998,5.09299,5.5449,5.59741,6.13964,4.7923,5.09366,8.44998,7.06152,8.76149,7.59219,8.19247,5.84832,6.72056,6.69587,6.47407,6.87569,7.48373,6.86403,6.79079,4.57898,5.65483,4.72921,4.48505,4.34045,5.25945,4.93217,5.30531,5.53195,8.50902,9.53436,9.84992,9.10731,7.55225,4.85595,3.3433,3.46301,2.3558,2.4328,2.17627,0.980705,0.600393,0.404322,0.531088,0.301525,0.201652,0.765443,0.352482,0.4745,0.554868,0.258103,0.213033,0.233751,0.123757,0.0835473,0.0589344,0.0670314,0.0193187,
4.39173,3.51326,3.50197,3.37858,3.94628,4.39727,5.31407,4.16302,3.45898,4.40243,3.23301,3.45354,2.76084,2.68258,2.04252,2.23592,1.89697,1.96978,2.68765,3.47911,2.22943,2.68276,4.13364,4.79375,5.13421,5.65539,6.98633,6.36866,6.4364,6.33871,5.94684,5.36876,4.29502,4.30487,3.32664,2.52857,2.95025,3.36304,4.48874,4.61414,5.15209,5.15535,7.1464,8.94919,9.24632,10.9331,10.2838,10.3917,10.3672,12.3896,14.312,15.5588,16.8719,17.9792,19.3945,18.9443,21.8007,19.5915,18.7727,16.3514,13.5333,15.7442,14.8882,14.7309,13.5397,16.7127,20.1809,20.583,19.6148,18.5332,15.7069,15.0499,16.6843,17.4846,18.6459,18.161,22.7286,23.8503,21.2068,21.5717,24.9879,23.803,25.9406,27.3102,28.0083,27.3124,24.7751,24.3577,28.6215,31.2482,31.4414,33.7274,33.3772,34.4781,37.186,38.2033,36.7999,36.8861,36.1335,32.351,
4.39173,4.81041,3.925,4.18268,3.54236,3.73199,3.2123,2.59885,2.76672,3.13226,3.36983,2.71066,2.72588,3.03732,2.26598,1.54437,1.43837,1.45082,1.70643,1.50874,1.36679,1.60671,1.44222,1.17436,1.21543,1.16502,0.880602,1.10642,1.12181,0.844867,0.846149,0.947022,0.545818,0.424617,0.644516,0.547892,0.574804,0.631249,0.496859,0.31886,0.49516,0.672398,1.00598,1.08857,1.40261,1.12064,1.01949,1.06436,0.719714,0.615914,0.484008,0.749745,0.523245,0.376028,0.304849,0.213205,0.539302,0.464044,0.469308,0.309525,0.359016,0.526484,0.418594,0.330107,0.280001,0.148761,0.16385,0.191203,0.0670102,0.101099,0.0899935,0.15375,0.146292,0.171263,0.0891073,0.125287,0.0780985,0.0727795,0.0746022,0.120913,0.320394,0.271593,0.539457,0.786988,0.684012,1.20229,0.942445,0.583165,0.301345,0.22427,0.115575,0.0414629,0.0128713,0.0137804,0.00278959,0.00182118,8.44041e-05,5.64047e-06,2.25207e-09,-2.70276e-15,
4.39173,3.74282,2.63649,3.14781,3.26166,3.62488,3.62504,3.67517,3.193,2.91964,2.92342,2.63322,1.87089,1.65319,1.31572,1.63708,1.83945,1.32176,1.1384,0.931879,0.797686,0.816708,0.836659,0.820299,0.985797,1.01935,0.883972,1.14444,1.4432,1.4478,1.38236,2.10823,2.14286,3.50864,4.08112,4.48969,4.48643,3.92845,3.75316,3.78747,4.25024,3.87772,4.65498,4.78011,4.66324,4.49611,4.15692,3.78824,2.60119,2.13163,1.67512,1.9903,1.28116,1.08315,1.05454,1.27421,1.5152,0.826311,0.511512,0.712606,0.654242,0.573173,0.42712,0.45914,0.619889,0.609886,0.631482,0.777352,0.718704,0.367197,0.517148,0.305412,0.380326,0.308317,0.286111,0.109272,0.0823212,0.0791806,0.0214786,0.0179219,0.014353,0.0112959,0.00950891,0.0107813,0.00438941,0.000552183,0.000155591,8.78414e-06,2.39074e-05,7.35588e-06,2.90806e-07,2.09954e-07,9.06078e-09,2.25138e-10,4.74194e-12,-3.20333e-15,0,0,0,0,
4.39173,5.07511,4.78734,4.71694,5.1411,6.88567,6.23789,6.57807,6.63301,6.34407,6.66225,6.77752,6.64239,7.37169,5.49635,6.32177,6.11133,6.01458,4.99255,4.17015,2.87683,3.19623,3.4316,3.03193,2.81176,2.32514,2.66335,2.2791,1.99503,2.67224,2.95705,2.90486,2.3911,2.66789,2.51302,3.53204,2.9868,3.49598,3.47471,3.41151,3.0532,2.70797,2.82751,3.9004,4.08336,4.45003,4.95031,3.86069,4.31863,3.90481,3.94019,4.53971,6.67366,6.08845,5.39211,5.8099,5.62148,5.54602,3.61935,3.59983,3.59143,1.90372,2.46449,1.92982,1.65515,1.82344,2.15201,1.30407,0.534965,0.495371,0.381188,0.448248,0.305999,0.246869,0.462068,0.900202,1.21076,1.65239,1.10652,0.726928,1.5435,2.1163,1.75651,0.857916,0.548839,0.57981,0.433705,0.226452,0.157305,0.0794644,0.131813,0.126128,0.0716114,0.118612,0.113987,0.0314039,0.00260982,0.00109363,0.000175921,6.69201e-07,
4.39173,4.3467,4.96478,5.11331,4.78776,5.67905,5.0976,5.22857,4.58852,3.40677,2.8869,2.83677,2.18967,1.60642,1.78819,1.67307,1.36731,1.64937,1.53362,1.16348,1.29065,1.59975,1.67015,0.963573,1.25954,1.57881,1.50958,1.91652,2.04627,1.88389,2.1802,2.40372,1.94689,1.51957,2.39743,2.44558,1.79812,1.75646,1.91174,1.90296,1.49482,1.96093,2.76439,3.58044,3.36887,3.28262,3.05989,2.14114,2.56581,3.34086,2.81567,2.92247,3.17349,2.76547,2.89792,4.14874,4.16717,5.48613,5.02037,3.62734,3.52122,4.07579,3.99193,2.76089,2.60471,1.92203,2.03495,1.27526,1.15966,1.44499,0.840498,1.07421,0.922544,2.02496,2.81643,1.74838,2.03117,2.77042,2.07073,3.29648,4.44724,4.00778,3.00204,6.43499,3.96071,5.22527,3.82323,2.82253,5.01483,5.28278,6.52416,9.9604,9.70308,9.23425,9.80375,9.75639,10.0524,14.1218,16.3482,18.1467,
4.39173,3.99298,3.66843,4.22502,3.54514,3.35521,4.35721,3.49928,3.25464,4.08254,4.38959,4.83727,5.39721,3.75624,3.90509,4.86447,3.91579,3.73036,3.98958,3.50466,3.67544,3.62367,3.82762,3.83269,4.13815,3.72755,4.74407,5.34449,5.36286,5.34072,4.39732,6.14504,7.84679,9.49323,10.9147,10.505,9.93342,8.68873,9.32999,10.1446,12.5822,13.23,13.9411,13.8212,13.9569,10.8578,10.7754,10.4919,9.49351,10.6807,11.3077,8.2447,8.0939,8.25899,10.0582,12.3774,12.783,13.6966,15.3754,13.0936,12.0199,11.2522,10.9904,13.0816,10.8018,13.5084,14.5436,16.6759,15.831,15.5646,17.3052,19.1957,17.002,20.1895,22.6812,25.4578,25.4208,21.7947,25.3107,25.5878,27.7419,27.5768,28.2543,30.8103,30.6964,30.7793,33.6177,35.0137,36.8727,37.5414,39.7896,42.5087,41.1722,40.0617,38.9885,42.5221,46.1804,42.5107,40.5174,38.3372,
4.39173,3.69655,4.45645,3.84409,3.78606,3.59456,5.17632,4.81497,6.15438,5.40012,4.94386,4.813,3.74825,3.60569,4.11101,4.70708,5.69559,5.73625,5.80328,4.20764,4.9821,4.73121,4.00395,4.32269,5.25148,4.06077,2.94029,2.21219,2.33094,2.61213,2.65102,3.02787,2.89943,2.99825,2.25269,2.67174,2.83689,2.20085,2.73334,3.07678,2.52465,1.90165,2.01783,2.24443,2.28034,2.41862,2.28279,2.38316,2.0227,2.79026,1.75533,1.23618,1.32876,1.26591,0.921394,0.67485,0.547483,0.648533,0.58959,0.484203,0.596325,0.797832,0.357843,0.308454,0.277463,0.278279,0.219392,0.272641,0.387579,0.459364,0.616816,0.623202,0.51548,0.286643,0.0769011,0.134587,0.131266,0.0786376,0.178487,0.0955492,0.0586955,0.0228044,0.0537532,0.0490549,0.0640624,0.0354092,0.0341693,0.0429508,0.0308621,0.0305508,0.0568529,0.019226,0.00711481,0.00198977,0.00229923,0.00316317,0.000146102,4.19908e-06,5.69428e-06,2.12232e-14,
4.39173,4.08043,3.33398,3.36373,3.51514,4.25996,4.6819,4.76169,4.6475,3.96402,3.25355,3.44394,3.35124,3.75042,2.87907,2.22028,2.9856,3.09424,2.80103,2.61852,2.6456,2.50477,2.09141,1.66767,1.78014,1.40657,1.34928,1.32531,1.2236,1.43737,1.52726,2.1928,1.74459,2.6691,2.76399,2.65647,2.662,2.4508,2.62505,1.64049,1.50174,1.57097,2.24946,2.2217,2.59353,2.4419,2.80118,3.81662,3.51839,3.06031,2.78954,2.4083,2.46199,1.97098,1.9219,1.99314,1.84412,1.82423,1.58388,1.70688,1.95637,2.12692,2.44907,2.28004,1.97754,1.46976,0.619315,0.572004,0.917536,0.774092,1.17891,1.10176,0.623788,0.56512,0.817351,0.577077,0.98006,1.94102,2.23414,3.78163,2.64983,3.93571,4.20874,2.46713,1.81905,2.15514,2.14527,2.40051,4.2702,5.21223,3.92587,5.12446,4.8224,5.85232,3.85185,4.45432,6.46766,8.23665,8.77807,8.15726,
4.39173,3.03627,3.10326,3.72135,4.17483,3.89955,3.31704,3.80348,3.54217,3.15629,2.96397,3.87363,4.08896,3.77137,2.88313,3.90313,3.91894,3.96489,4.27726,4.63507,4.26486,5.07752,5.58149,4.88197,5.94111,4.76537,4.93468,4.4389,5.27347,5.96854,5.88046,6.03826,7.39082,6.84125,4.76805,4.95281,5.33616,7.07946,5.28026,4.96171,4.06233,4.82148,3.98392,5.26907,5.5787,5.56543,5.92261,6.36655,6.72112,8.04544,7.49598,4.95206,4.49457,5.81621,6.44123,8.25854,10.0201,13.1118,13.5499,14.2031,17.0428,15.6816,15.2179,15.8163,16.2527,16.411,18.0356,13.8553,13.8173,13.6068,11.6704,11.043,12.4533,11.3607,9.2159,7.64422,4.38508,4.44451,5.10141,5.44603,5.02824,6.64805,5.40133,5.37534,4.21673,4.55548,4.00497,3.72056,3.69861,3.31793,4.45497,4.38094,5.02268,9.24962,8.10501,8.3927,9.57674,8.49634,6.49464,8.09259,
