0.0273134,0.0203386,0.0112393,-0.159478,-0.133985,-0.107099,-0.0805647,-0.0845375,-0.072587,-0.120329,-0.102737,-0.074824,-0.0595951,-0.116144,-0.0843716,-0.0617924,-0.0755465,-0.0414856,-0.020859,-0.0814046,-0.0553291,-0.0270644,0.00390502,0.0380507,0.0656162,0.0967847,0.13158,0.166762,0.202075,0.236072,0.266063,0.280875,0.292755,0.310886,0.342406,0.380558,0.416316,0.450785,0.279397,0.271193,0.294126,0.260619,0.263144,0.290262,0.33215,0.358706,0.319189,0.35396,-0.0604417,-0.0724127,-0.124377,-0.117388,-0.0888023,-0.222885,-0.212886,-0.168094,-0.123646,-0.0858902,-0.0560213,-0.0208757,0.0254386,-0.133192,-0.150669,-0.137456,-0.086742,-0.033516,-0.0343418,0.0161342,0.0608909,0.111257,-0.150895,-0.136118,-0.1023,-0.0714381,-0.072464,-0.254182,-0.32619,-0.262493,-0.306851,-0.24035,-0.1748,-0.409553,-0.413893,-0.391306,-0.365662,-0.361611,-0.3365,-0.5682,-0.609021,-0.5747,-0.516787,-0.517171,-0.462105,-0.407869,-0.36122,-0.310642,-0.260843,-0.210414,-0.136369,
-0.0297182,-0.00136912,0.0260362,0.0247896,0.0382634,0.0144242,-0.0350285,-0.043462,-0.0878331,-0.167046,-0.142976,-0.161656,-0.133804,-0.163627,-0.144698,-0.136253,-0.112235,-0.164076,-0.203602,-0.353159,-0.35504,-0.529085,-0.526578,-0.497131,-0.477427,-0.524656,-0.501439,-0.464993,-0.427964,-0.396019,-0.370419,-0.400669,-0.363162,-0.399527,-0.431654,-0.421003,-0.404232,-0.471257,-0.430919,-0.410173,-0.369348,-0.514683,-0.579792,-0.545823,-0.57461,-0.546938,-0.512831,-0.4782,-0.518771,-0.539774,-0.532818,-0.527364,-0.518767,-0.51541,-0.502277,-0.523685,-0.525942,-0.515061,-0.524959,-0.557523,-0.581208,-0.56507,-0.544086,-0.530915,-0.591839,-0.631581,-0.624521,-0.618107,-0.611248,-0.624403,-0.609586,-0.610875,-0.603164,-0.599466,-0.592228,-0.622636,-0.621872,-0.622573,-0.620537,-0.624603,-0.624146,-0.62457,-0.624612,-0.62463,-0.624648,-0.624702,-0.624682,-0.624904,-0.624969,-0.625032,-0.625094,-0.625157,-0.625219,-0.625282,-0.625344,-0.625407,-0.625469,-0.625532,-0.625594,
0.0171404,-0.00549095,0.0181187,0.0162841,0.0415966,0.047531,0.0344606,0.057131,0.068615,0.0912109,0.0756056,0.103504,0.119643,0.0751024,0.00542507,0.0257779,0.0478428,0.0546638,0.0710874,0.0898089,0.0974934,0.116171,0.120306,0.140998,0.162385,0.154941,0.153895,0.175348,0.168506,0.187528,0.20211,0.136681,0.140169,0.11773,0.129223,0.144398,0.158581,0.164127,0.147913,0.129247,0.123667,0.0920055,0.113755,0.109443,0.117433,0.141547,0.166771,0.143925,0.160579,0.169478,0.142717,0.13586,0.136866,0.147602,0.14902,0.0491082,0.0667654,0.0867849,0.0812946,0.0941625,0.0865821,0.101094,0.114221,0.12969,0.111909,0.122409,0.132766,0.0884602,0.0892566,0.0983079,0.0931677,0.106653,0.118239,0.111105,0.115761,0.12,0.129765,0.139425,0.140126,0.081667,0.109414,0.0658706,0.0713927,0.123892,0.0666983,0.122344,0.136449,0.129636,0.167105,0.180137,0.17677,0.177039,0.183691,0.183616,0.186054,0.185365,0.185459,0.185473,0.185491,
-0.000981255,-0.0969823,-0.102542,-0.0764437,-0.0615491,-0.0321643,-0.00293128,0.00646292,0.0281118,0.0563705,0.0756055,0.0148852,0.0302035,0.0261947,0.0208562,0.0352278,-0.000534861,0.0113501,0.0164213,0.0269808,0.0434334,0.0602768,0.0777388,0.0832921,0.102381,0.115809,0.108971,0.104789,0.129746,0.15421,0.070391,0.100522,-0.0925818,-0.0852696,-0.0607565,-0.0219464,-0.0028034,0.0342832,0.0728891,0.0938647,0.125582,0.121626,0.161558,0.203191,0.244492,0.278686,0.312997,0.220124,0.231136,0.233301,0.247687,0.177897,0.199018,0.229015,0.242669,0.259787,0.144093,0.114566,0.109727,0.135116,0.157706,0.166451,0.186414,0.189314,0.216898,0.244333,0.260722,0.292967,0.233578,0.235227,0.220621,0.234797,0.254925,0.277473,0.226944,0.236163,0.246402,0.221203,0.22495,0.228252,0.231127,0.233749,0.236146,0.236389,0.233571,0.233601,0.233463,0.233488,0.233521,0.233538,0.233561,0.233585,0.233608,0.233631,0.233655,0.233678,0.233701,0.233725,0.233748,
-0.00186901,0.0247234,0.0553578,0.0741568,-0.0445849,-0.0259171,0.000642307,0.0330825,0.0631993,0.0890166,0.121433,0.154512,0.165685,0.0571593,0.0558127,0.0887037,0.123014,0.103999,0.0964891,-0.0192632,-0.000622704,0.0252093,0.0435317,0.0709409,0.0731107,0.0862209,0.0989986,0.117191,0.0768131,0.0987388,0.13259,0.135322,0.156306,0.187739,0.105127,0.11545,0.123744,0.16174,0.199934,0.227392,0.253404,0.288197,0.212429,0.250126,0.282774,0.307475,0.274381,0.301453,0.332778,0.376359,0.394368,0.201752,0.234946,0.261539,0.297266,0.343018,0.390215,0.219832,0.26847,0.317698,0.0341298,0.025558,0.0340721,0.0674051,0.104392,0.129711,0.0386603,-0.178074,-0.151035,-0.134487,-0.115521,-0.108841,-0.0912109,-0.124312,-0.204209,-0.196619,-0.197505,-0.207318,-0.207604,-0.382895,-0.386652,-0.331098,-0.471029,-0.459287,-0.411714,-0.371705,-0.373468,-0.347155,-0.338366,-0.330557,-0.29986,-0.278106,-0.264997,-0.225962,-0.224418,-0.237296,-0.234176,-0.232552,-0.232284,
0.0298248,0.0331999,0.0624652,0.0882257,0.0739531,0.0870506,0.117583,0.126591,0.051391,0.0543863,0.0826291,0.0558327,0.0192511,0.0345131,0.0563126,0.0584877,0.0602508,0.0815129,0.0682418,0.083391,0.0803412,0.103453,-0.0149549,-0.0257632,-0.0303963,-0.00597885,-0.0166088,0.0080432,0.0331988,0.0455629,0.0677843,0.0684121,0.0622229,-0.0506901,-0.0182429,-0.0509825,-0.0209959,0.00386706,0.0355352,0.0342948,0.0171463,-0.0455524,-0.07903,-0.0415036,-0.00129231,0.0355907,-0.028104,-0.0192055,-0.0493898,-0.0323314,0.00748487,0.0420737,0.0705204,0.110921,0.0115907,0.0586659,-0.00555527,0.0337535,-0.037763,0.0111997,0.0348712,0.0858163,0.0060203,0.0545164,0.0416499,0.0857678,0.016776,0.0562014,0.0726893,0.00380475,0.0178589,0.054192,-0.206057,-0.240869,-0.331317,-0.291443,-0.311661,-0.300441,-0.425629,-0.465391,-0.404527,-0.398892,-1.03982,-1.2052,-1.2342,-1.24523,-1.22637,-1.5023,-1.4404,-1.44094,-1.601,-1.58584,-1.57147,-1.56395,-1.55782,-1.5553,-1.55925,-1.55941,-1.55957,
0.0190722,0.0405796,0.0432674,0.0375756,0.0637334,0.00728892,-0.0185734,0.00589998,-0.0269499,-0.00355604,0.0138463,0.0287397,-0.115362,-0.0862211,-0.121597,-0.147872,-0.11765,-0.0916167,-0.0767555,-0.0475827,-0.014649,0.0142783,0.0481117,0.0739222,0.0970143,0.0530487,0.0682656,0.105108,0.142372,0.127397,-0.0108179,-0.0884589,-0.132173,-0.145045,-0.114581,-0.0862235,-0.0843194,-0.0602726,-0.0421316,-0.120738,-0.0989196,-0.0791024,-0.0525606,-0.0265638,-0.120021,-0.0864956,-0.0533397,-0.0352315,-0.0315343,-0.00655556,-0.149607,-0.109305,-0.069993,-0.113241,-0.174794,-0.148991,-0.133371,-0.138675,-0.15571,-0.138474,-0.11358,-0.0813427,-0.113963,-0.140741,-0.210991,-0.199693,-0.214143,-0.201222,-0.184969,-0.187844,-0.191341,-0.192694,-0.215585,-0.22068,-0.224004,-0.222935,-0.22543,-0.230738,-0.230158,-0.230468,-0.230306,-0.230242,-0.230341,-0.230349,-0.230363,-0.230393,-0.230416,-0.230439,-0.230462,-0.230485,-0.230508,-0.230531,-0.230555,-0.230578,-0.230601,-0.230624,-0.230647,-0.23067,-0.230693,
-0.00593837,-0.0235595,-0.0198225,0.00951755,0.0364225,-0.115538,-0.0904058,-0.156365,-0.15187,-0.12973,-0.0978658,-0.144066,-0.114218,-0.105495,-0.0996249,-0.122637,-0.088505,-0.0543541,-0.16744,-0.175681,-0.143827,-0.143372,-0.117802,-0.137911,-0.191247,-0.267498,-0.302175,-0.274976,-0.256169,-0.224236,-0.209447,-0.176264,-0.14338,-0.176686,-0.170207,-0.139647,-0.155651,-0.163536,-0.142424,-0.138264,-0.1601,-0.130364,-0.105855,-0.0705623,-0.0377126,-0.00213304,0.0331188,0.0532633,0.00393539,-0.11261,-0.139755,-0.111714,-0.0797909,-0.0861511,-0.0860071,-0.0714083,-0.0569124,-0.0341628,-0.0179314,-0.00632277,-0.00510168,-0.116163,-0.0998022,-0.0832849,-0.0665124,-0.0545276,-0.0445839,-0.0435003,-0.0260475,-0.0191635,0.0125001,0.0386036,0.0163698,-0.0852136,-0.089577,-0.0755375,-0.0723264,-0.0943343,-0.0966554,-0.091157,-0.0971579,-0.103153,-0.0936173,-0.0861282,-0.0809293,-0.0726462,-0.0651466,-0.0556406,-0.04651,-0.0439726,-0.0445567,-0.0415005,-0.0403184,-0.0387136,-0.0367326,-0.0382359,-0.0382144,-0.0382019,-0.0382254,
0.023552,0.00687604,0.0347804,0.0605603,0.0424032,0.0596756,0.0904778,0.121693,0.121949,0.110089,0.135539,0.165264,0.179949,0.139202,0.112316,0.0610932,0.0895643,0.111593,0.138064,0.167397,0.195187,0.200577,0.195925,0.218335,0.214356,0.237634,0.261251,0.282393,0.292118,0.315003,0.255603,0.252461,0.144885,0.177253,0.210906,0.245406,0.275434,0.304994,0.183887,0.210211,0.237973,0.181515,0.216841,0.231289,0.266924,0.286432,0.222105,0.258992,0.284082,0.319585,0.344992,0.384783,0.392116,0.431009,0.468882,0.506264,0.546203,0.576386,0.611136,0.638313,0.675693,0.703642,0.749088,0.785143,0.783836,0.552619,0.580495,0.54588,0.575397,0.54529,0.588107,0.532794,0.565085,0.560704,0.57277,0.52634,0.341935,0.387098,0.190752,0.15951,0.066648,0.128756,-0.0271503,1.0016e-05,0.0525604,0.134727,0.205701,-0.0349693,-0.0150479,0.00363012,-0.00543399,0.0647672,0.080933,0.0552818,0.10915,0.0361038,0.0220546,0.0226514,0.0227593,
-0.126755,-0.100407,-0.110866,-0.0992917,-0.0741469,-0.0727539,-0.0666029,-0.0415891,-0.0250774,0.000528985,-0.0516109,-0.0246864,6.63257e-05,-0.0432047,-0.116057,-0.0839332,-0.0517772,-0.0272989,-0.00360221,0.0225675,0.011447,0.0332217,0.0418897,0.0158901,-0.0203968,0.0132636,0.0358778,0.0285907,0.0369448,0.0744184,0.110499,0.0707748,0.0992751,-0.0565663,-0.020667,0.00871959,-0.0946214,-0.185948,-0.150063,-0.160963,-0.160971,-0.165592,-0.236165,-0.20056,-0.158307,-0.123432,-0.0912933,-0.0552978,-0.0773203,-0.0436604,-0.256034,-0.21864,-0.276989,-0.251431,-0.324935,-0.364093,-0.488366,-0.46501,-0.445803,-0.490922,-0.482229,-0.463457,-0.447763,-0.432151,-0.416225,-0.41673,-0.48135,-0.459244,-0.437143,-0.442126,-0.4153,-0.414039,-0.396509,-0.418957,-0.420454,-0.73312,-0.671079,-0.637554,-0.584924,-0.527452,-0.583528,-0.56895,-0.505908,-0.490384,-0.428749,-0.364823,-0.287157,-0.204947,-0.123111,-0.138803,-0.0599524,-0.012346,-0.356514,-0.343263,-0.33014,-0.330559,-0.327818,-0.325431,-0.327677,
